npc_id,parent_id,quest_id,step_id,role,event_type,config_name,prompt_tokens,context_tokens,retrieved_tokens,tool_tokens,reasoning_tokens,output_tokens,latency_ms,cost_usd,passed,timestamp
F:worker,471bb5043eb64642844a6662ef0e8006,index_out_of_range_boundary__run_length_encode__known_example::F,5,worker,PROMPT_BUILT,F,507,211,296,,,,,,,2026-08-18T11:16:44.842882+00:00
F:worker,b3e3ab8400e7498c9d5dffa21573237c,index_out_of_range_boundary__run_length_encode__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:16:44.843253+00:00
F:worker,cdd4ca3228504455aff8747c25ac1753,index_out_of_range_boundary__run_length_encode__known_example::F,7,worker,MODEL_CALL_FINISHED,F,507,,,,,120,1202.9688999755308,0.0,,2026-08-18T11:16:46.046847+00:00
F:checker,1e634b4434e04738932f9108581a5126,index_out_of_range_boundary__run_length_encode__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:16:46.527189+00:00
F:npc,056956a279af4715bb8a6d54f1cdb1ab,index_out_of_range_boundary__run_length_encode__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:16:46.528533+00:00
A:npc,,floating_point_equality__average_matches_target__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:16:46.529138+00:00
A:npc,4122b294d9c74c5295d3d2621ac06611,floating_point_equality__average_matches_target__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:16:46.529750+00:00
A:worker,df4928f0769c43649ea08f28cea4740e,floating_point_equality__average_matches_target__known_example::A,3,worker,PROMPT_BUILT,A,117,117,0,,,,,,,2026-08-18T11:16:46.999635+00:00
A:worker,2f906e98a5f94a2cb2618da11ebcb1dd,floating_point_equality__average_matches_target__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:16:47.000290+00:00
A:worker,b03e2b6a4529438fbc74f4d05aea93b8,floating_point_equality__average_matches_target__known_example::A,5,worker,MODEL_CALL_FINISHED,A,117,,,,3928,49,36248.65760002285,0.0,,2026-08-18T11:17:23.249567+00:00
A:checker,cc76d0c80fdc4dc7a1a0977cdaf634ba,floating_point_equality__average_matches_target__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:17:23.822148+00:00
A:npc,ab6e1f37fb7e45cd9a7dd29acc849d72,floating_point_equality__average_matches_target__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:17:23.823208+00:00
B:npc,,floating_point_equality__average_matches_target__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:17:23.823679+00:00
B:npc,46c57fed6fd544c286d1c01720ce5b83,floating_point_equality__average_matches_target__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:17:23.824282+00:00
B:worker,d5661843497c4a03acbb8cb8b9a1056f,floating_point_equality__average_matches_target__known_example::B,3,worker,PROMPT_BUILT,B,117,117,0,,,,,,,2026-08-18T11:17:23.964583+00:00
B:worker,0084a9086cf845b9b3fa3accf94067e2,floating_point_equality__average_matches_target__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:17:23.965514+00:00
B:worker,4a9bce11ea4b4a95913dc5d578664245,floating_point_equality__average_matches_target__known_example::B,5,worker,MODEL_CALL_FINISHED,B,117,,,,,40,666.6704000090249,0.0,,2026-08-18T11:17:24.632645+00:00
B:checker,79b1f783de9b4e3ab16d887a7424729f,floating_point_equality__average_matches_target__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,False,2026-08-18T11:17:25.213087+00:00
B:npc,ed8c60e41f4e441c92c1a1d9ff189b43,floating_point_equality__average_matches_target__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,False,2026-08-18T11:17:25.214076+00:00
F:npc,,floating_point_equality__average_matches_target__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:17:25.214497+00:00
F:npc,ddf579d5901c463d95538cb52a272158,floating_point_equality__average_matches_target__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:17:25.214867+00:00
F:librarian,98930c1177bb428d9b2dd8bf4c805ce4,floating_point_equality__average_matches_target__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:17:25.285044+00:00
F:librarian,2db097aa38ce42cbbb64fcebb3a3ae3d,floating_point_equality__average_matches_target__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,117,327,,,0,,,,2026-08-18T11:17:25.361361+00:00
F:worker,6766ae1f72b44709b4fcbc9f7f464dac,floating_point_equality__average_matches_target__known_example::F,5,worker,PROMPT_BUILT,F,444,117,327,,,,,,,2026-08-18T11:17:25.362041+00:00
F:worker,549bddb1f85c4f7eac82277f84065195,floating_point_equality__average_matches_target__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:17:25.362520+00:00
F:worker,43123ffb2f934d338d19ae9aa846ebdb,floating_point_equality__average_matches_target__known_example::F,7,worker,MODEL_CALL_FINISHED,F,444,,,,,39,648.9272000035271,0.0,,2026-08-18T11:17:26.011918+00:00
F:checker,747cf8f4891140488beaec2e70ea5030,floating_point_equality__average_matches_target__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:17:26.558007+00:00
F:npc,f4075fdc605f47db81a3e35f40f77211,floating_point_equality__average_matches_target__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:17:26.559601+00:00
A:npc,,off_by_one__rolling_average__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:17:26.560120+00:00
A:npc,6235568e2634489eabd4127464e12864,off_by_one__rolling_average__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:17:26.560736+00:00
A:worker,6200cfd6746e4b4ea1bff9f08f527efb,off_by_one__rolling_average__variant::A,3,worker,PROMPT_BUILT,A,147,147,0,,,,,,,2026-08-18T11:17:26.646715+00:00
A:worker,2f2a14889d304aa498ea7465cf7073f1,off_by_one__rolling_average__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:17:26.647656+00:00
A:worker,f7073ca5a5a04fdf836e6fa956cd8508,off_by_one__rolling_average__variant::A,5,worker,MODEL_CALL_FINISHED,A,147,,,,715,65,24438.817200018093,0.0,,2026-08-18T11:17:51.087121+00:00
A:checker,911a12d2f54a4cab97299d2ab54548c5,off_by_one__rolling_average__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:17:51.586884+00:00
A:npc,c2c02e1f32dd434cba5c062d8dec6199,off_by_one__rolling_average__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:17:51.588030+00:00
B:npc,,off_by_one__rolling_average__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:17:51.588683+00:00
B:npc,d4197af47c704398babede8417b406ad,off_by_one__rolling_average__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:17:51.589222+00:00
B:worker,9e0fa4993ab743b784eb25f80c9db9cf,off_by_one__rolling_average__variant::B,3,worker,PROMPT_BUILT,B,147,147,0,,,,,,,2026-08-18T11:17:51.745276+00:00
B:worker,6aeba96db1a34fe382e4b1b1215075a1,off_by_one__rolling_average__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:17:51.746013+00:00
B:worker,27c248500f264257bf5f5b092e91b170,off_by_one__rolling_average__variant::B,5,worker,MODEL_CALL_FINISHED,B,147,,,,,83,730.0135000259615,0.0,,2026-08-18T11:17:52.476517+00:00
B:checker,c67088679fa04a0fa161c547ed8f6b1f,off_by_one__rolling_average__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:17:52.963367+00:00
B:npc,680eab42e0a44904805c5f95f4fbdeb1,off_by_one__rolling_average__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:17:52.964410+00:00
F:npc,,off_by_one__rolling_average__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:17:52.964947+00:00
F:npc,716252e633d149da9923c4b96b40495c,off_by_one__rolling_average__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:17:52.965369+00:00
F:librarian,1fb101edbfa547f7a1133427d6aa4a91,off_by_one__rolling_average__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:17:53.131151+00:00
F:librarian,7ae8b53ac4c04e5d9e07c0d8228d120f,off_by_one__rolling_average__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,147,306,,,0,,,,2026-08-18T11:17:53.201547+00:00
F:worker,ad1d6304cdf14a9db3a5698d10c5d9cd,off_by_one__rolling_average__variant::F,5,worker,PROMPT_BUILT,F,453,147,306,,,,,,,2026-08-18T11:17:53.202619+00:00
F:worker,1e685bf478274014b655b7351122ae2a,off_by_one__rolling_average__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:17:53.203138+00:00
F:worker,1f5e098ff9644a3ea3f7a6778dfd33a5,off_by_one__rolling_average__variant::F,7,worker,MODEL_CALL_FINISHED,F,453,,,,,65,782.8991000424139,0.0,,2026-08-18T11:17:53.986593+00:00
F:checker,00cd9f6f363d4ad08979ea0fb06e4cf8,off_by_one__rolling_average__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:17:54.464244+00:00
F:npc,4f18fb1e53944487ac7c5fba700a78c7,off_by_one__rolling_average__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:17:54.465224+00:00
A:npc,,floating_point_equality__temperature_reached__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:17:54.465720+00:00
A:npc,13ef17188bbc4a03b49ff79d3775c120,floating_point_equality__temperature_reached__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:17:54.466117+00:00
A:worker,9640a6057500472b8fb735a3b9a83c84,floating_point_equality__temperature_reached__variant::A,3,worker,PROMPT_BUILT,A,106,106,0,,,,,,,2026-08-18T11:17:54.542336+00:00
A:worker,d6cd7ba5a75a46bab129f8c3bde14b22,floating_point_equality__temperature_reached__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:17:54.543178+00:00
A:worker,4a129573d29345a3ac56b0900ab105ad,floating_point_equality__temperature_reached__variant::A,5,worker,MODEL_CALL_FINISHED,A,106,,,,1190,28,25336.261399963405,0.0,,2026-08-18T11:18:19.879981+00:00
A:checker,fd33105dcbf44efa9384c94f5ef689d3,floating_point_equality__temperature_reached__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:18:20.366808+00:00
A:npc,11321fa7338e4ded8aa44a68683a343b,floating_point_equality__temperature_reached__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:18:20.367745+00:00
B:npc,,floating_point_equality__temperature_reached__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:18:20.368226+00:00
B:npc,b4f7c001b4ee463b97ac29c4b93a2493,floating_point_equality__temperature_reached__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:18:20.368807+00:00
B:worker,3106fa0029094c4e99f35d4f18b1f2d4,floating_point_equality__temperature_reached__variant::B,3,worker,PROMPT_BUILT,B,106,106,0,,,,,,,2026-08-18T11:18:20.534566+00:00
B:worker,1dcb11f4384e4241826666b1be5a183f,floating_point_equality__temperature_reached__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:18:20.535418+00:00
B:worker,4bbfb1f128224345a513e1e2add7bdb5,floating_point_equality__temperature_reached__variant::B,5,worker,MODEL_CALL_FINISHED,B,106,,,,,28,589.528699987568,0.0,,2026-08-18T11:18:21.125464+00:00
B:checker,4e26246c8ac043fb880499178b22cb97,floating_point_equality__temperature_reached__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:18:21.629011+00:00
B:npc,90969ac1f320478b833652bb966dfd91,floating_point_equality__temperature_reached__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:18:21.630152+00:00
F:npc,,floating_point_equality__temperature_reached__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:18:21.630653+00:00
F:npc,f9acb5a2ca034b558ec19e071d6738a8,floating_point_equality__temperature_reached__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:18:21.631234+00:00
F:librarian,fa962a868ac6430885d9c8513f4cea14,floating_point_equality__temperature_reached__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:18:21.708232+00:00
F:librarian,1e20237f41024cc4a387d9d9c142cb9f,floating_point_equality__temperature_reached__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,106,327,,,0,,,,2026-08-18T11:18:21.795208+00:00
F:worker,89e0574614834b13a5d495fe3b6b04ac,floating_point_equality__temperature_reached__variant::F,5,worker,PROMPT_BUILT,F,433,106,327,,,,,,,2026-08-18T11:18:21.795886+00:00
F:worker,deab98c660534ce1aa54864273800a62,floating_point_equality__temperature_reached__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:18:21.796414+00:00
F:worker,ed6628bc4b304175bd0670d8a02dd719,floating_point_equality__temperature_reached__variant::F,7,worker,MODEL_CALL_FINISHED,F,433,,,,,40,637.0303999865428,0.0,,2026-08-18T11:18:22.433818+00:00
F:checker,5af0b5c9de544f5281bc977bd9424cec,floating_point_equality__temperature_reached__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,False,2026-08-18T11:18:22.970840+00:00
F:npc,b4fae70ac5ce42c4b701485a07faee6f,floating_point_equality__temperature_reached__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,False,2026-08-18T11:18:22.972201+00:00
A:npc,,mutable_default_argument__dedupe_preserve_order__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:18:22.972804+00:00
A:npc,14c32f50302b4a0499881740ae01c49e,mutable_default_argument__dedupe_preserve_order__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:18:22.973291+00:00
A:worker,55e2cfd65fc645f0ae495753c4d26312,mutable_default_argument__dedupe_preserve_order__known_example::A,3,worker,PROMPT_BUILT,A,145,145,0,,,,,,,2026-08-18T11:18:23.042851+00:00
A:worker,c9dcfe857a1c4b05ab54cc3e233ecac9,mutable_default_argument__dedupe_preserve_order__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:18:23.043755+00:00
A:worker,2e104a8487ae49c1a0e35be1e5b3d3d7,mutable_default_argument__dedupe_preserve_order__known_example::A,5,worker,MODEL_CALL_FINISHED,A,145,,,,1065,83,6578.207100043073,0.0,,2026-08-18T11:18:29.622542+00:00
A:checker,7f38451bba5b4773b81fbbeb1e5e90da,mutable_default_argument__dedupe_preserve_order__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:18:30.187542+00:00
A:npc,cfb2f0ca02b64f9c94ba8097b01123fb,mutable_default_argument__dedupe_preserve_order__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:18:30.188832+00:00
B:npc,,mutable_default_argument__dedupe_preserve_order__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:18:30.189366+00:00
B:npc,4a3122ade8d44bd9ac9dd76326cf0d3b,mutable_default_argument__dedupe_preserve_order__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:18:30.189772+00:00
B:worker,0faabac5a3434b6da182158abf021dc9,mutable_default_argument__dedupe_preserve_order__known_example::B,3,worker,PROMPT_BUILT,B,145,145,0,,,,,,,2026-08-18T11:18:30.318030+00:00
B:worker,51aeb225fbcd4924ba94bdc42e5ee204,mutable_default_argument__dedupe_preserve_order__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:18:30.318734+00:00
B:worker,a5e986d5fa1f4d74aecce68be45228c5,mutable_default_argument__dedupe_preserve_order__known_example::B,5,worker,MODEL_CALL_FINISHED,B,145,,,,,83,679.586999991443,0.0,,2026-08-18T11:18:30.998837+00:00
B:checker,90bd5a0059c445e2a8d639f04becf25c,mutable_default_argument__dedupe_preserve_order__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:18:31.518309+00:00
B:npc,c69311ce5e3a479fad73fa0452fadee9,mutable_default_argument__dedupe_preserve_order__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:18:31.519266+00:00
F:npc,,mutable_default_argument__dedupe_preserve_order__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:18:31.519752+00:00
F:npc,e6a3bef851f044bca3c9498db9d46119,mutable_default_argument__dedupe_preserve_order__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:18:31.520324+00:00
F:librarian,84de8e80cce0455e97d07ea054bb9fd4,mutable_default_argument__dedupe_preserve_order__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:18:31.594065+00:00
F:librarian,0605fda56d41489a9e5394c6969aea1d,mutable_default_argument__dedupe_preserve_order__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,145,291,,,0,,,,2026-08-18T11:18:31.681171+00:00
F:worker,60b0dafe36e5455c84c776b6cbfba8ba,mutable_default_argument__dedupe_preserve_order__known_example::F,5,worker,PROMPT_BUILT,F,436,145,291,,,,,,,2026-08-18T11:18:31.681879+00:00
F:worker,849f995976784118b9ae3ce8a9b06a08,mutable_default_argument__dedupe_preserve_order__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:18:31.682440+00:00
F:worker,3cec02f26b19499482ad82edbb521c81,mutable_default_argument__dedupe_preserve_order__known_example::F,7,worker,MODEL_CALL_FINISHED,F,436,,,,,81,693.7462000059895,0.0,,2026-08-18T11:18:32.376631+00:00
F:checker,9515203f88c148459ad17a36c65fc1d6,mutable_default_argument__dedupe_preserve_order__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:18:32.894190+00:00
F:npc,e584a8bed0124dc2ba73bf788cb32a9e,mutable_default_argument__dedupe_preserve_order__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:18:32.895532+00:00
A:npc,,variable_shadowing__reverse_words__novel_b::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:18:32.896101+00:00
A:npc,351bed9cf5c543489e962532f5512da6,variable_shadowing__reverse_words__novel_b::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:18:32.896716+00:00
A:worker,d60c5810438448e3a38bdb1a9b26ad9c,variable_shadowing__reverse_words__novel_b::A,3,worker,PROMPT_BUILT,A,147,147,0,,,,,,,2026-08-18T11:18:32.980237+00:00
A:worker,d18bc991ef714363a98a917500835f39,variable_shadowing__reverse_words__novel_b::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:18:32.980829+00:00
A:worker,c7a950584add4ce3ae2f8127ed97e671,variable_shadowing__reverse_words__novel_b::A,5,worker,MODEL_CALL_FINISHED,A,147,,,,1400,26,23370.27090002084,0.0,,2026-08-18T11:18:56.351604+00:00
A:checker,1f91fda474114ed99dba1156bb563ab3,variable_shadowing__reverse_words__novel_b::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:18:56.881378+00:00
A:npc,6a9d7f586d5a4b20b219194abee2ee17,variable_shadowing__reverse_words__novel_b::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:18:56.882875+00:00
B:npc,,variable_shadowing__reverse_words__novel_b::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:18:56.883475+00:00
B:npc,9179f20c867a4cb79ebe7fd5c0e99ed5,variable_shadowing__reverse_words__novel_b::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:18:56.883898+00:00
B:worker,e23103b1c6b340e2b4f0c64ac75b212c,variable_shadowing__reverse_words__novel_b::B,3,worker,PROMPT_BUILT,B,147,147,0,,,,,,,2026-08-18T11:18:57.025458+00:00
B:worker,6c70ce6cd8e448e390e279df62e52d35,variable_shadowing__reverse_words__novel_b::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:18:57.026427+00:00
B:worker,937e567339cd43279216041114a2525e,variable_shadowing__reverse_words__novel_b::B,5,worker,MODEL_CALL_FINISHED,B,147,,,,,31,628.2635999959894,0.0,,2026-08-18T11:18:57.655287+00:00
B:checker,628cd0f0dfab4c57ba6f14908e94a297,variable_shadowing__reverse_words__novel_b::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:18:58.210107+00:00
B:npc,c5d4a6f9af4d4d54bb82ea0d755c3dc6,variable_shadowing__reverse_words__novel_b::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:18:58.211590+00:00
F:npc,,variable_shadowing__reverse_words__novel_b::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:18:58.212333+00:00
F:npc,046fd043d98d4e3c84e1ba7425ce9060,variable_shadowing__reverse_words__novel_b::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:18:58.212957+00:00
F:librarian,1123480f93c74f9db20b208574ea9cbf,variable_shadowing__reverse_words__novel_b::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:18:58.282007+00:00
F:librarian,e5fb265b31ce451d8bfccf840ebfeb10,variable_shadowing__reverse_words__novel_b::F,4,librarian,RETRIEVAL_RESULT,F,0,147,0,,,0,,,,2026-08-18T11:18:58.364190+00:00
F:worker,2fdf0c88f7f8499281b45ac43b256eff,variable_shadowing__reverse_words__novel_b::F,5,worker,PROMPT_BUILT,F,147,147,0,,,,,,,2026-08-18T11:18:58.364899+00:00
F:worker,6dc6c1b8a7194a18adba04ae078dc69c,variable_shadowing__reverse_words__novel_b::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:18:58.365468+00:00
F:worker,38f885838120413cbd819435dee7de80,variable_shadowing__reverse_words__novel_b::F,7,worker,MODEL_CALL_FINISHED,F,147,,,,,31,602.3288000142202,0.0,,2026-08-18T11:18:58.968334+00:00
F:checker,0f05d11ffdc148c18867c742b8800579,variable_shadowing__reverse_words__novel_b::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:18:59.492180+00:00
F:npc,cf14675c601b4340bc72cb3aa5cccb17,variable_shadowing__reverse_words__novel_b::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:18:59.493217+00:00
A:npc,,integer_division_truncation__binary_search__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:18:59.493825+00:00
A:npc,e4ba292712d14b958bc2fadf5cb6038c,integer_division_truncation__binary_search__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:18:59.494373+00:00
A:worker,5845fb8c744b4549ad54e1b1e706b67d,integer_division_truncation__binary_search__variant::A,3,worker,PROMPT_BUILT,A,183,183,0,,,,,,,2026-08-18T11:18:59.567135+00:00
A:worker,d47fb1420d1c4c68817ab310b3687fd1,integer_division_truncation__binary_search__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:18:59.568134+00:00
A:worker,f3817e95cf0c4f32951d1e7160c221de,integer_division_truncation__binary_search__variant::A,5,worker,MODEL_CALL_FINISHED,A,183,,,,333,98,2899.8982000048272,0.0,,2026-08-18T11:19:02.468626+00:00
A:checker,d8543aaec6b44579bf4c92fbdac131df,integer_division_truncation__binary_search__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:19:02.989123+00:00
A:npc,7744949e77ba47a2bbb31ae961408984,integer_division_truncation__binary_search__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:19:02.990134+00:00
B:npc,,integer_division_truncation__binary_search__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:19:02.990647+00:00
B:npc,4fa0a6cca44441dc9fdaa4f9b258696f,integer_division_truncation__binary_search__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:19:02.991232+00:00
B:worker,cf66baf8b2ba44bd83de7570b91e7bbf,integer_division_truncation__binary_search__variant::B,3,worker,PROMPT_BUILT,B,183,183,0,,,,,,,2026-08-18T11:19:03.054515+00:00
B:worker,9e1edb0a0d844b9d9b112a31b453d911,integer_division_truncation__binary_search__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:19:03.055148+00:00
B:worker,ff4ca9830bfd42ffac8ffbec01b613be,integer_division_truncation__binary_search__variant::B,5,worker,MODEL_CALL_FINISHED,B,183,,,,,98,718.2396000134759,0.0,,2026-08-18T11:19:03.773956+00:00
B:checker,664d88dd0d924ec491109b617f2ffffc,integer_division_truncation__binary_search__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:19:04.266557+00:00
B:npc,f8de2932371f4cc68085c64d1f31190f,integer_division_truncation__binary_search__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:19:04.267707+00:00
F:npc,,integer_division_truncation__binary_search__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:19:04.268187+00:00
F:npc,bee07c35e81540feaeb2245b5de513a2,integer_division_truncation__binary_search__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:19:04.268634+00:00
F:librarian,cba73387a34c44ea9e35988e76b541d5,integer_division_truncation__binary_search__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:19:04.345901+00:00
F:librarian,5dc703776eff4736badd86c15a1621c8,integer_division_truncation__binary_search__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,183,292,,,0,,,,2026-08-18T11:19:04.422105+00:00
F:worker,5a6f0e26559a4d6991bcba4b0565f215,integer_division_truncation__binary_search__variant::F,5,worker,PROMPT_BUILT,F,475,183,292,,,,,,,2026-08-18T11:19:04.423067+00:00
F:worker,6534862101f646bd859d18b895084558,integer_division_truncation__binary_search__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:19:04.423578+00:00
F:worker,4c32325699494da29d1ee359175bf1b2,integer_division_truncation__binary_search__variant::F,7,worker,MODEL_CALL_FINISHED,F,475,,,,,98,723.6203000065871,0.0,,2026-08-18T11:19:05.147758+00:00
F:checker,66f2d576b4ad4c41847bf230909abf36,integer_division_truncation__binary_search__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:19:05.655263+00:00
F:npc,ee3847b69b694334948d405054474a4f,integer_division_truncation__binary_search__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:19:05.656532+00:00
A:npc,,inverted_boolean_logic__is_leap_year__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:19:05.657080+00:00
