npc_id,parent_id,quest_id,step_id,role,event_type,config_name,prompt_tokens,context_tokens,retrieved_tokens,tool_tokens,reasoning_tokens,output_tokens,latency_ms,cost_usd,passed,timestamp
A:npc,7783bf552acd4a18b53686a86987349d,mutable_default_argument__flatten_list__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T14:26:16.790024+00:00
A:worker,612d7b718c9040128d4e5b089be5e076,mutable_default_argument__flatten_list__variant::A,3,worker,PROMPT_BUILT,A,140,140,0,,,,,,,2026-08-18T14:26:16.939689+00:00
A:worker,2b5586870ad1413eb860e4f90374d6d8,mutable_default_argument__flatten_list__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T14:26:16.940203+00:00
C:npc,,variable_shadowing__rolling_average__novel_a::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:22.762218+00:00
C:npc,92b4140e60e14d21a0fee807af2d7b42,variable_shadowing__rolling_average__novel_a::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:22.762715+00:00
C:cheater,5c88501bc2ec4835b714858ecfcc4992,variable_shadowing__rolling_average__novel_a::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:22.932195+00:00
C:cheater,763fb4f29bd545d49b8d61c94bd89582,variable_shadowing__rolling_average__novel_a::C,4,cheater,RETRIEVAL_RESULT,C,0,158,0,,,0,,,,2026-08-18T14:36:23.079231+00:00
C:worker,b2dd43d9f50842f9bc1d34d6a182bc0f,variable_shadowing__rolling_average__novel_a::C,5,worker,PROMPT_BUILT,C,158,158,0,,,,,,,2026-08-18T14:36:23.080013+00:00
C:worker,ce5604d628e042658ef260ad7bc98278,variable_shadowing__rolling_average__novel_a::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:23.080355+00:00
C:worker,71379e8f1a60415c9325603e13f0f279,variable_shadowing__rolling_average__novel_a::C,7,worker,MODEL_CALL_FINISHED,C,158,,,,,77,2177.923999959603,0.0,,2026-08-18T14:36:25.258708+00:00
C:checker,31d77c826d6241ae9920210b2e72d4ee,variable_shadowing__rolling_average__novel_a::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:25.782638+00:00
C:npc,20d8fa3797294f74a3538937c8640b1c,variable_shadowing__rolling_average__novel_a::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:25.783553+00:00
C:npc,,wrong_accumulator_init__count_vowels__known_example::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:25.783891+00:00
C:npc,e067df6d8acc4d2e9aa8542f333211f4,wrong_accumulator_init__count_vowels__known_example::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:25.784178+00:00
C:cheater,42fc5a5406b941238d528056925c2cef,wrong_accumulator_init__count_vowels__known_example::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:25.944078+00:00
C:cheater,913d0097370741daa7cfab7adcba0119,wrong_accumulator_init__count_vowels__known_example::C,4,cheater,RETRIEVAL_RESULT,C,0,142,90,,,0,,,,2026-08-18T14:36:26.020418+00:00
C:worker,4da57d7419a5463a9abdf672175a6d6f,wrong_accumulator_init__count_vowels__known_example::C,5,worker,PROMPT_BUILT,C,232,142,90,,,,,,,2026-08-18T14:36:26.020936+00:00
C:worker,6aea99e817c24330b9e917df6337ec0c,wrong_accumulator_init__count_vowels__known_example::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:26.021267+00:00
C:worker,a5b3f6e1879f4af8ae5b958a77e15f7f,wrong_accumulator_init__count_vowels__known_example::C,7,worker,MODEL_CALL_FINISHED,C,232,,,,,56,1525.4732000175864,0.0,,2026-08-18T14:36:27.547191+00:00
C:checker,35109a58d97545868d65c5917c429b34,wrong_accumulator_init__count_vowels__known_example::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:28.054150+00:00
C:npc,6815cbc8a34b4e18addbd4f861f50a0b,wrong_accumulator_init__count_vowels__known_example::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:28.054941+00:00
C:npc,,inverted_boolean_logic__is_valid_password__variant::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:28.055251+00:00
C:npc,153db148c9e945308546734709a4fdfd,inverted_boolean_logic__is_valid_password__variant::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:28.055509+00:00
C:cheater,9f3c5009932d4dad9ba6fa2f8a1c3d90,inverted_boolean_logic__is_valid_password__variant::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:28.137587+00:00
C:cheater,f8d0dbc615394dd5b47afbe3023c60f2,inverted_boolean_logic__is_valid_password__variant::C,4,cheater,RETRIEVAL_RESULT,C,0,146,93,,,0,,,,2026-08-18T14:36:28.226219+00:00
C:worker,8a798ebf266b49f380c64bf998830c6b,inverted_boolean_logic__is_valid_password__variant::C,5,worker,PROMPT_BUILT,C,239,146,93,,,,,,,2026-08-18T14:36:28.226938+00:00
C:worker,774993439503418fa427eb2aaf85e0ec,inverted_boolean_logic__is_valid_password__variant::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:28.227270+00:00
C:worker,27f4494ecd354c0cbc49e201cdd4e886,inverted_boolean_logic__is_valid_password__variant::C,7,worker,MODEL_CALL_FINISHED,C,239,,,,,59,637.1807000250556,0.0,,2026-08-18T14:36:28.864856+00:00
C:checker,2b51ab7cf1ec441387cee2954e9deb95,inverted_boolean_logic__is_valid_password__variant::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:29.384076+00:00
C:npc,86ab6b23fc614f40b033b42a7c80e02d,inverted_boolean_logic__is_valid_password__variant::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:29.384746+00:00
C:npc,,wrong_string_case_comparison__is_valid_username__variant::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:29.385109+00:00
C:npc,7a436ddcfcde4383928dc92e96fb527b,wrong_string_case_comparison__is_valid_username__variant::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:29.385414+00:00
C:cheater,8721b54b0d1c417fb3fcb59359520089,wrong_string_case_comparison__is_valid_username__variant::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:29.467020+00:00
C:cheater,b33e5b47126b47e7994b2afa5f3e3d6a,wrong_string_case_comparison__is_valid_username__variant::C,4,cheater,RETRIEVAL_RESULT,C,0,114,88,,,0,,,,2026-08-18T14:36:29.559376+00:00
C:worker,fe5ac4bac4224a318d2435a82d7346e1,wrong_string_case_comparison__is_valid_username__variant::C,5,worker,PROMPT_BUILT,C,202,114,88,,,,,,,2026-08-18T14:36:29.560018+00:00
C:worker,918898adff0a4993ada1a4c6cc33b7e6,wrong_string_case_comparison__is_valid_username__variant::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:29.560406+00:00
C:worker,f9275fe7d8ad4bc38deef8b2ed28fde4,wrong_string_case_comparison__is_valid_username__variant::C,7,worker,MODEL_CALL_FINISHED,C,202,,,,,57,1506.5008000237867,0.0,,2026-08-18T14:36:31.067272+00:00
C:checker,902871f5e7214c99bad06395ce31dc6c,wrong_string_case_comparison__is_valid_username__variant::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:31.599241+00:00
C:npc,4fc07baf93eb438fad3304f6ccc9898f,wrong_string_case_comparison__is_valid_username__variant::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:31.600402+00:00
C:npc,,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:31.601092+00:00
C:npc,9fa67973b82f42688da07cc4f7ecbc05,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:31.601555+00:00
C:cheater,4ddeaaf577b843caa1611377665cb4f3,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:31.691207+00:00
C:cheater,713f5efe9d644a6cbd2478eebc3461f2,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,4,cheater,RETRIEVAL_RESULT,C,0,152,0,,,0,,,,2026-08-18T14:36:31.771316+00:00
C:worker,4193cd673db14d3d90e925b19d7df0ac,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,5,worker,PROMPT_BUILT,C,152,152,0,,,,,,,2026-08-18T14:36:31.772119+00:00
C:worker,803090edd5284a128e3f4f666adbc05b,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:31.772533+00:00
C:worker,6bbc70cb48694cd2a1f3df2bea1136c8,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,7,worker,MODEL_CALL_FINISHED,C,152,,,,,61,4260.326100047678,0.0,,2026-08-18T14:36:36.033350+00:00
C:checker,c154e6351d0940ecb6c35a2e89ac1470,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:36.574906+00:00
C:npc,f535c6554a9e40eb89ea2de32015a913,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:36.576071+00:00
C:npc,,integer_division_truncation__rolling_average__known_example::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:36:36.576603+00:00
C:npc,1a33d4af302d488eb99b89722ee57b14,integer_division_truncation__rolling_average__known_example::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:36:36.576949+00:00
C:cheater,83fa42dac6b5489aabbce05c7904750f,integer_division_truncation__rolling_average__known_example::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:36:36.726607+00:00
C:cheater,9f60b1982e994d9b89b69df6f850a094,integer_division_truncation__rolling_average__known_example::C,4,cheater,RETRIEVAL_RESULT,C,0,150,98,,,0,,,,2026-08-18T14:36:36.858512+00:00
C:worker,5742bfb9deb147e48d234dd4d6fa863f,integer_division_truncation__rolling_average__known_example::C,5,worker,PROMPT_BUILT,C,248,150,98,,,,,,,2026-08-18T14:36:36.859366+00:00
C:worker,4c938e083df64f289a49b28f57aaae11,integer_division_truncation__rolling_average__known_example::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:36:36.859887+00:00
C:worker,78a0441508744a68b84dc83419a84724,integer_division_truncation__rolling_average__known_example::C,7,worker,MODEL_CALL_FINISHED,C,248,,,,,65,1111.194199998863,0.0,,2026-08-18T14:36:37.971608+00:00
C:checker,d4cc3428a64c4d548e18779d91faa204,integer_division_truncation__rolling_average__known_example::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:36:38.515084+00:00
C:npc,520cec5c289142908cb8e48c99bbb68c,integer_division_truncation__rolling_average__known_example::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:36:38.515952+00:00
A:npc,,mutable_default_argument__flatten_list__variant::A,5,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T14:36:38.516363+00:00
A:npc,a53aaad5bc304eb1a3841ce2a00b6f45,mutable_default_argument__flatten_list__variant::A,6,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T14:36:38.516722+00:00
A:worker,20c40ae5d2634aa09f7db3891aded5a9,mutable_default_argument__flatten_list__variant::A,7,worker,PROMPT_BUILT,A,140,140,0,,,,,,,2026-08-18T14:36:38.652519+00:00
A:worker,6215b0a07bca434890e3d4918c4a690f,mutable_default_argument__flatten_list__variant::A,8,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T14:36:38.653419+00:00
A:worker,a1d989579691450a8e174218065ae724,mutable_default_argument__flatten_list__variant::A,9,worker,MODEL_CALL_FINISHED,A,140,,,,478,70,64364.38410001574,0.0,,2026-08-18T14:40:17.018488+00:00
A:checker,6955fe5dbe464b7f8db95e79b98beeec,mutable_default_argument__flatten_list__variant::A,10,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T14:40:17.523832+00:00
A:npc,c9efdf0571eb4af3a9fa54f795aaad04,mutable_default_argument__flatten_list__variant::A,11,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T14:40:17.524764+00:00
B:npc,,mutable_default_argument__flatten_list__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T14:40:17.525176+00:00
B:npc,4f42f893637f4b298ab863585ed249ed,mutable_default_argument__flatten_list__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T14:40:17.525586+00:00
B:worker,910c8a931d874b56a37dc3ab5d25d6fc,mutable_default_argument__flatten_list__variant::B,3,worker,PROMPT_BUILT,B,140,140,0,,,,,,,2026-08-18T14:40:17.764141+00:00
B:worker,d79a8305d43049f3b24e4a5118cfda2f,mutable_default_argument__flatten_list__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T14:40:17.765022+00:00
B:worker,9817a588a67f401ba30278f7c8169dc1,mutable_default_argument__flatten_list__variant::B,5,worker,MODEL_CALL_FINISHED,B,140,,,,,70,1786.8077000021003,0.0,,2026-08-18T14:40:19.552377+00:00
B:checker,96871359aae8463c9d3761207942a5c3,mutable_default_argument__flatten_list__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T14:40:20.060575+00:00
B:npc,234b439904324944b8df021ff67ec836,mutable_default_argument__flatten_list__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T14:40:20.061593+00:00
F:npc,,mutable_default_argument__flatten_list__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T14:40:20.062066+00:00
F:npc,bbc7e166191e455e83e5c2f16a3615ce,mutable_default_argument__flatten_list__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T14:40:20.062508+00:00
F:librarian,e9dee01284184d31af72a7adfca33dc6,mutable_default_argument__flatten_list__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T14:40:20.218757+00:00
F:librarian,9dc56b8780dc42aeb0412677114e6141,mutable_default_argument__flatten_list__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,140,106,,,0,,,,2026-08-18T14:40:20.470843+00:00
F:worker,2e9dd27e9fe74e5eb59ee56e754b7808,mutable_default_argument__flatten_list__variant::F,5,worker,PROMPT_BUILT,F,246,140,106,,,,,,,2026-08-18T14:40:20.471541+00:00
F:worker,928fff2679714ae38a11e582e56fdb40,mutable_default_argument__flatten_list__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T14:40:20.472066+00:00
F:worker,f44d55b45fec497081fc952b80861a8e,mutable_default_argument__flatten_list__variant::F,7,worker,MODEL_CALL_FINISHED,F,246,,,,,74,1267.5034000421874,0.0,,2026-08-18T14:40:21.740024+00:00
F:checker,50bd400305b041c6811aa847d02744de,mutable_default_argument__flatten_list__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T14:40:22.259853+00:00
F:npc,d9c0029f8ac84473bd79bd84edb5fc58,mutable_default_argument__flatten_list__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T14:40:22.260965+00:00
C:npc,,mutable_default_argument__flatten_list__variant::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:40:22.261465+00:00
C:npc,35ecdd40fa5c4c26a4f3f1dd994e7b2a,mutable_default_argument__flatten_list__variant::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:40:22.261864+00:00
C:cheater,9aa73e7f64c14c7d8fa2f74c222fd6f5,mutable_default_argument__flatten_list__variant::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:40:22.365836+00:00
C:cheater,b9e6cbc581934f0094f3c60eee491313,mutable_default_argument__flatten_list__variant::C,4,cheater,RETRIEVAL_RESULT,C,0,140,97,,,0,,,,2026-08-18T14:40:22.449002+00:00
C:worker,12928cd2e12c4f2aa132862253a9ecdf,mutable_default_argument__flatten_list__variant::C,5,worker,PROMPT_BUILT,C,237,140,97,,,,,,,2026-08-18T14:40:22.449813+00:00
C:worker,687f8c5b43414bc6bdde69d8a1f8bacb,mutable_default_argument__flatten_list__variant::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:40:22.450263+00:00
C:worker,f6a603a0464c40d38e206a21ea81f75c,mutable_default_argument__flatten_list__variant::C,7,worker,MODEL_CALL_FINISHED,C,237,,,,,70,701.2451000045985,0.0,,2026-08-18T14:40:23.152005+00:00
C:checker,1556b19200ab432694341f82e94b5f09,mutable_default_argument__flatten_list__variant::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:40:23.649294+00:00
C:npc,f722f23a96754143bb9b3d7e126920e6,mutable_default_argument__flatten_list__variant::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:40:23.650292+00:00
A:npc,,floating_point_equality__average_matches_target__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T14:40:23.650767+00:00
A:npc,c2d263e83e4f44409319ecafed4cf015,floating_point_equality__average_matches_target__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T14:40:23.651223+00:00
A:worker,28ee7b13724d408a92385da41a37c292,floating_point_equality__average_matches_target__known_example::A,3,worker,PROMPT_BUILT,A,117,117,0,,,,,,,2026-08-18T14:40:23.806573+00:00
A:worker,157be6c4f9f34d0a83013599de0bf553,floating_point_equality__average_matches_target__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T14:40:23.807528+00:00
A:worker,5a20a7721ce94b9db43e6fa1eab04907,floating_point_equality__average_matches_target__known_example::A,5,worker,MODEL_CALL_FINISHED,A,117,,,,630,40,17366.197900031693,0.0,,2026-08-18T14:40:41.174362+00:00
A:checker,e4aa2ff66a4e42b490fd719f39235ebc,floating_point_equality__average_matches_target__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,False,2026-08-18T14:40:41.748872+00:00
A:npc,1058a5cdc8a84a9783e3f5fc95347560,floating_point_equality__average_matches_target__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,False,2026-08-18T14:40:41.749942+00:00
B:npc,,floating_point_equality__average_matches_target__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T14:40:41.750375+00:00
B:npc,858557e8149e4d56b8ace53216860cef,floating_point_equality__average_matches_target__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T14:40:41.750788+00:00
B:worker,cfad0d12506b492e8e37d5fc9fa76a7d,floating_point_equality__average_matches_target__known_example::B,3,worker,PROMPT_BUILT,B,117,117,0,,,,,,,2026-08-18T14:40:41.899020+00:00
B:worker,f4b52efb3b7944b7a0b6556c86746c4a,floating_point_equality__average_matches_target__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T14:40:41.899937+00:00
B:worker,a373888a8d184aeba440ee1bff0bcdf8,floating_point_equality__average_matches_target__known_example::B,5,worker,MODEL_CALL_FINISHED,B,117,,,,,40,1283.3770000142977,0.0,,2026-08-18T14:40:43.183958+00:00
B:checker,cb932afa7c194471b5907604005e5c6f,floating_point_equality__average_matches_target__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,False,2026-08-18T14:40:43.760829+00:00
B:npc,e7028bcc6b394897937304f6f1a61a9b,floating_point_equality__average_matches_target__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,False,2026-08-18T14:40:43.762064+00:00
F:npc,,floating_point_equality__average_matches_target__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T14:40:43.762546+00:00
F:npc,242d0aa7b78d41cc84357c12150663e3,floating_point_equality__average_matches_target__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T14:40:43.762995+00:00
F:librarian,65779c6e369c4acaaeff092a37e8a755,floating_point_equality__average_matches_target__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T14:40:44.008557+00:00
F:librarian,665d6225fbe447c8a8cfafc4153e5287,floating_point_equality__average_matches_target__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,117,204,,,0,,,,2026-08-18T14:40:44.156814+00:00
F:worker,2caf322465234d488c8a95a2414e7536,floating_point_equality__average_matches_target__known_example::F,5,worker,PROMPT_BUILT,F,321,117,204,,,,,,,2026-08-18T14:40:44.157777+00:00
F:worker,0bab6d89d3d94c6290673d1926461919,floating_point_equality__average_matches_target__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T14:40:44.158214+00:00
F:worker,3795f82d2a944732bc4dce125537e288,floating_point_equality__average_matches_target__known_example::F,7,worker,MODEL_CALL_FINISHED,F,321,,,,,49,2208.1471999990754,0.0,,2026-08-18T14:40:46.366715+00:00
F:checker,aa925617bbef4d239f8f19b468973b6d,floating_point_equality__average_matches_target__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T14:40:46.864680+00:00
F:npc,d3996878c9cf4d6fab4f6f3922b9a5be,floating_point_equality__average_matches_target__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T14:40:46.865513+00:00
C:npc,,floating_point_equality__average_matches_target__known_example::C,1,npc,QUEST_CREATED,C,,,,,,,,,,2026-08-18T14:40:46.865844+00:00
C:npc,42978d145055464396ee9a6c75c8287c,floating_point_equality__average_matches_target__known_example::C,2,npc,NPC_ASSIGNED,C,,,,,,,,,,2026-08-18T14:40:46.866109+00:00
C:cheater,3b01e789359243a39953649d5f2b740c,floating_point_equality__average_matches_target__known_example::C,3,cheater,RETRIEVAL_STARTED,C,,,,,,,,,,2026-08-18T14:40:46.949091+00:00
C:cheater,13294e812682458c82b9d52452c19a4d,floating_point_equality__average_matches_target__known_example::C,4,cheater,RETRIEVAL_RESULT,C,0,117,74,,,0,,,,2026-08-18T14:40:47.035222+00:00
C:worker,12a9f0dbc5654ab2a3f8ef27d8a0fc53,floating_point_equality__average_matches_target__known_example::C,5,worker,PROMPT_BUILT,C,191,117,74,,,,,,,2026-08-18T14:40:47.035899+00:00
C:worker,850ce325e9db41bd87a604b70c134abc,floating_point_equality__average_matches_target__known_example::C,6,worker,MODEL_CALL_STARTED,C,,,,,,,,,,2026-08-18T14:40:47.036204+00:00
C:worker,d3c073b60ea34ee09120042f70ad8ba7,floating_point_equality__average_matches_target__known_example::C,7,worker,MODEL_CALL_FINISHED,C,191,,,,,39,747.4362999782898,0.0,,2026-08-18T14:40:47.784001+00:00
C:checker,d279d02ff68c4a679a0bce693cff7dc8,floating_point_equality__average_matches_target__known_example::C,8,checker,VERIFICATION,C,0,,,,,0,,,True,2026-08-18T14:40:48.310889+00:00
C:npc,345c6976f045425ea481cda2e5e9231a,floating_point_equality__average_matches_target__known_example::C,9,npc,QUEST_COMPLETED,C,,,,,,,,,True,2026-08-18T14:40:48.311723+00:00
A:npc,,index_out_of_range_boundary__binary_search__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T14:40:48.312028+00:00
A:npc,a31026b5f1e445d59aec680f4586c836,index_out_of_range_boundary__binary_search__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T14:40:48.312341+00:00
A:worker,532ca78491c14eac8ad62a812531d01f,index_out_of_range_boundary__binary_search__variant::A,3,worker,PROMPT_BUILT,A,180,180,0,,,,,,,2026-08-18T14:40:48.470947+00:00
A:worker,bdd210d1ae3d4e9e98e4964145b0a563,index_out_of_range_boundary__binary_search__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T14:40:48.471710+00:00
A:worker,ffef0a82e20f4f0d96e55b1fdb110808,index_out_of_range_boundary__binary_search__variant::A,5,worker,MODEL_CALL_FINISHED,A,180,,,,113,98,5277.0553000154905,0.0,,2026-08-18T14:41:00.749211+00:00
A:checker,9c81f4fc9ab64f0b9f78c70b89978ea6,index_out_of_range_boundary__binary_search__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T14:41:01.270034+00:00
A:npc,74e4dfc79985489c8d409cacd660c709,index_out_of_range_boundary__binary_search__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T14:41:01.270878+00:00
B:npc,,index_out_of_range_boundary__binary_search__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T14:41:01.271186+00:00
B:npc,2002c067f72d4280a5a98eb41110583b,index_out_of_range_boundary__binary_search__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T14:41:01.271530+00:00
B:worker,13ff5fa0bf004e3a9c84eb81beef7425,index_out_of_range_boundary__binary_search__variant::B,3,worker,PROMPT_BUILT,B,180,180,0,,,,,,,2026-08-18T14:41:01.453079+00:00
B:worker,a4c0293eab0c4b51ac011d27f2ac276f,index_out_of_range_boundary__binary_search__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T14:41:01.453709+00:00
B:worker,e424750f2aa24d5ba60f565b839f882c,index_out_of_range_boundary__binary_search__variant::B,5,worker,MODEL_CALL_FINISHED,B,180,,,,,98,821.7783999862149,0.0,,2026-08-18T14:41:02.275960+00:00
B:checker,f8bb397456ea4f189a5c5bf32ad90aec,index_out_of_range_boundary__binary_search__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T14:41:02.783094+00:00
B:npc,e55340d57f7e45a981b445daf63eea1e,index_out_of_range_boundary__binary_search__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T14:41:02.783781+00:00
F:npc,,index_out_of_range_boundary__binary_search__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T14:41:02.784136+00:00
F:npc,71fbaabd369f4fab85a9af0a354a92e6,index_out_of_range_boundary__binary_search__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T14:41:02.784464+00:00
F:librarian,9b59fa29fd194520b34ef237d0c6fdd3,index_out_of_range_boundary__binary_search__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T14:41:03.041119+00:00
F:librarian,c556a0e2986e4ae38746bd285d0a842c,index_out_of_range_boundary__binary_search__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,180,98,,,0,,,,2026-08-18T14:41:03.193841+00:00
F:worker,e4b4cd0e05ed4774a620954930e9973c,index_out_of_range_boundary__binary_search__variant::F,5,worker,PROMPT_BUILT,F,278,180,98,,,,,,,2026-08-18T14:41:03.194678+00:00
F:worker,4545e8e141c8487dbc6a26a4c22c12df,index_out_of_range_boundary__binary_search__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T14:41:03.195077+00:00
F:worker,a2471fa5f58c498ab5ee961915f4534c,index_out_of_range_boundary__binary_search__variant::F,7,worker,MODEL_CALL_FINISHED,F,278,,,,,98,1393.4313000063412,0.0,,2026-08-18T14:41:04.588893+00:00
